idScholar,title,authors,venue,year,ROW_ID
FZgpVQTXnEUJ,"Ì¢??Brien MA, Oxman AD, Davis DA, Haynes RB, Freemantle N, Harvey EL. Audit and feedback versus  ",O Thomson,"Cochrane Database Syst Rev,",,1644
url:http://portal.acm.org/citation.cfm%3Fid%3D902482,Supporting the Construction and Use of Spatio-Temporal Domains In Scientific Databases,"TR Smith, J Su, MF Worboys",,1993,1645
ct1XLnOieGEJ,The Structure of a Cultural Crisis: Thinking about Cloth in France before and after the Revolution,WM Reddy,"See Appadurai,",,1646
dfOqJZmGhAgJ,Computing pagerank in a distributed internet search engine system,"Y Wang, D DeWitt","Proc. of VLDBÌ¢??04 Conf,",,1647
Mz5GBY52TqkJ,Wcspi A. Towards a Taxonomy of Intrusiondetcction Systems,"H Dcbar, M Dacier","Computer Networks,",,1648
MNQLc3rxq2kJ,andM. Scholl. FromStructured DocumentstoNovelQuery Facilities,"V Christophides, S Abiteboul, S Cluet",Proc. of ACM SIGMOD Conf. on Management of,,1649
BvdwvLC1ozEJ,Is Thyrotoxic Periodic Paralysis a&quot; Channelopathy&quot;?,EJ Gallagher,"JOURNAL OF EMERGENCY MEDICINE,",1999,1650
o4YSJRoxvmUJ,Leadership through Professional Associations.,"E Shelton, WF Spikes","New Directions for Adult and Continuing Education,",1991,1651
BRF9Qq0jRF8J,Laser injection locking,"CJ BUCZEK, RJ FREIBERG, ML SKOLNICK","IEEE, Proceedings,",1973,1652
U5x62kK1yu4J,Dynamically Reconfigurable Coprocessor for Network Processors,"E Maehle, C Albrecht, R Hagenau","Proc. Work in Progress Session, 29th EUROMICRO Conference  &hellip;,",,1653
j9JQFG3qZ00J,Knowledge Representation as the Basis for Requirements Specification,"A Bordiga, S Greenspan, J Mylopoulos","IEEE Computer,",,1654
UMkuY4dfvJkJ,The Parlay APIÌ¢??Allowing Third Party Application Providers Safe and Secure Access to Network  ,RM Stretch,"BT Technology Journal,",2003,1655
23QwSzC7vecJ,A formal approach to the defmmon and the design of conceptual schemata for database systems,"C ZOLO, MA MELKANOFP","ACM Trans. Database Syst,",,1656
EHV3m64Jj0cJ,Hematoma of the Rectus Abdominis Muscle: Case Report and Review of the Literature,IL Dubinsky,"JOURNAL OF EMERGENCY MEDICINE,",1997,1657
bY-Kw6S719MJ,Variations in Decision Makers' Use of Information Sources: The Impact of Quality and Accessibility  ,CA O'Reilly III,"The Academy of Management Journal,",1982,1658
MIHKTyYokhgJ,Elevated interferon-gamma mRNA levels and inflammatory bowel disease in the ceca of Helicobacter  ,"RS Livingston, LK Riley, CL Besch-Williford, RR  ",,,1659
V03zVnVqWFwJ,"SWOÌ¢??Malley, and LL Peterson,Ì¢??TCP Vegas: New techniques for congestion detection and avoidance, ",LS Brakmo,"Proceedings of ACM SIGCOMMÌ¢??94,",,1660
ZoZd1mQst5EJ,Semantic Cache Mechanism for Heterogeneous Web Querying,"B Chidlovskii, C Roncancio, ML Schneider","WWW8 / Computer Networks,",1999,1661
k9U2QdLBw0UJ,Inductive logic programming and learnability,"JU Kietz, S DÌÉå_eroski","ACM SIGART Bulletin,",1994,1662
Dv4du7iIS40J,The free-piston gas generator: A thermodynamic-dynamic analysis,"AK Oppenheim, AL London",,1950,1663
6n2-0XOjwV4J,Adaptive locking strategies in a multi-node data sharing model environment,A Joshi,"Proc. Very Large Databases Conf.(Sept. 1991) Barcelona, ",,1664
yTj_bll8YREJ,The chain of reasoning in the conjunction task,"R Hertwig, G Gigerenzer","Unpublished manuscript,",,1665
O8rNTNfeIvoJ,I. Announcements,"II Business, IIIP Items",,2002,1666
MsUryWwjnIYJ,BT TrustwiseÌ¢??Enabling eCommerce Through Trust,BA Cross,"BT Technology Journal,",1999,1667
Cw8_jVuxhRMJ,Class hierarchies and their complexity,M Lenzerini,"Acm Press Frontier Series,",1990,1668
6e-Kt3BmgeoJ,Digital Apparition,V Flusser,"Electronic Culture,",,1669
55Uod0-9_oEJ,"C., Chickering, D., Heckerman D., 1997. Learning mixtures of Bayesian networks",BM Thiesson,"Microsoft Research Technical Report TR-97-30. Redmond,",,1670
5NWAws0ISPwJ,Phytolith Analysis: an Archaeological and Geological Perspective: Academic Press,DR Piperno,"San Diego,",,1671
dlAojWWn5zsJ,G 1962 Integration of the primitive and balance equations,J Charney,Proc.,,1672
hYkeLBALWO8J,Inside OLE (Version 2),B Kraig,,1995,1673
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099565%26type%3Dpdf,Internet Scale String Attribute Publish/Subscribe Data Networks,"I Aekaterinidis, P Triantafillou","Proceedings of the 14th ACM international conference on  &hellip;,",2005,1674
NkZp0BSCrwIJ,Recent Experiences with Data Mining in Aviation Safety (1998),"E Harris Jr, E Bloedorn, NJ Rothleder","SIGMOD98 DMKD Workshop,",,1675
dG6UMul5C0wJ,Affect grid: A single-item scale of pleasure and arousal,"JA Russell, A Weiss, GA Mendelsohn","Journal of Personality and Social Psychology,",,1676
url:http://portal.acm.org/citation.cfm%3Fid%3D192593.197414%26dl%3Dportal%26dl%3DACM%26type%3Dseries%26idx%3D192593%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222,The MICE project: multimedia integrated conferencing for Europe (MICE),CD Schulz,"Proceedings of the second ACM international conference on  &hellip;,",1994,1677
eNu_Kg3zBxMJ,Automatic generation of data conversion programs using a data description language,"JA Ramirez, NA Rin, NS Prywes","Proceedings of the 1974 ACM SIGFIDET (now SIGMOD) workshop  &hellip;,",1974,1678
eNUT75mQk8sJ,Studies of the Three-Dimensional Structure of the Planetary Boundary Layer,H LETTAU,"University of Wisconsin,",,1679
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DA8622980AH,Retrieval of horizontal wind field in stratiform precipitation by conical scannings from two Doppler ,G SCIALOM,"Conference on Radar Meteorology, 22 nd, Zurich, Switzerland,",1984,1680
E5hYqF3HQaQJ,Ecology of biological invasions of North America and Hawaii,"HA Mooney, JA Drake",,1986,1681
8CCHAKnGJ1EJ,Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,"N Goodman, S Rozen","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1994,1682
3vWIs1_4dB0J,"Vendors Struggle with Costs, Benefits of Shrinking Cycle Times",D Sims,,,1683
gyC0D8oJbQMJ,Sleepers and Workoholics-Caching in Mobile Wireless Environments,"D Barbara, T Imielinski",Proc. ACM,,1684
uz2IFeDRCEQJ,Improving quality-of-control using flexible timing constraints: metric and scheduling issues,"P Marti, J Fuertes, G Fohler, K Ramamritham",Proceedings of the 23rd IEEE Real-Time Systems Symposium (,,1685
49Djlx2S2jMJ,Telephone Line Characteristic Adaptation Using VectorField SmoothingTechnique,"J Takahashi, S Sagayama",Proc. Int. Conf. on,,1686
PAPZmtE9kFUJ,"l Ì¢??ing, PD, and\\Ì¢??a, SBÌ¢??Query optimization in star computer networks,Ì¢??",L Kcrschhcrg,ACM Trans. Database,,1687
DSF-ukHbE64J,Exploiting early sorting and early partitioning for decision support query processing,"J Claussen, A Kemper, D Kossmann, C Wiesner","The VLDB Journal The International Journal on Very Large  &hellip;,",2000,1688
Mi0eqxwTUwEJ,Building light-weight wrappers for legacy Web data-sources using W4F,"F Azavant, A Sahuguet","International Conference on Very Large Databases (VLDB),",,1689
iW7fJpAhUYEJ,A Desk-Supported Computer-Based Interacting with Paper Documents,"W Newman, P Wellner",Proc. ACM,,1690
HhIt1o-yjjwJ,Language and Freedom,N Chomsky,"Abraxas, I,",,1691
l3hN9QHHCXIJ,A technology for thermoelectric devices based on electroplated V-VI Materials,M Jaegle,at,,1692
ZGYtJqgVD2cJ,Theory of communication,"T Fukuda, Y Morimoto, S Morishita, T Tokuyama","ACM Transactions on Database Systems,",,1693
fJv_DYxZz9MJ,SPEC as a Performance Evaluation Measure,"R Giladi, N Ahituv",,,1694
c5qxySFk-3kJ,Housing and Demographics,"W Village, M Temple",,,1695
zmL3wOjc7uAJ,Enhancing the connection between literature and the social studies using the questionanswer  ,D Ouzts,"Social Studies &amp; The Young Learner,",1998,1696
8quyl3YQdQ4J,Subunit-Dependent Assembly of Inward-Rectifier K ^+ Channels,"E Glowatzki, G Fakler, U Brandle, U Rexhausen, HP  ","Proceedings: Biological Sciences,",1995,1697
hqFHXHgHYesJ,"North Carolina, page 24-",FCW Co,"At age,",,1698
fgWP0K0eYGQJ,The BANG le: a new kind of grid le,M Freeston,"Proc. ACM SIGMOD Int. Conf. on Management of Data,",,1699
 ,Anomalous reactions of mouse alloantisera with culture tumor cells. I,P Klein,"Demonstration of widespread occurrence using reference  &hellip;,",,1700
Vw5YZGwajh4J,Graduate Degree Programs and Distance Education,CD Swenson,"NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,",1995,1701
AhQD_GQ0dcYJ,"High-Involvement Work Practices, Turnover, and Productivity: Evidence from New Zealand",JP Guthrie,,,1702
NQUVNqB6L8YJ,Optimization of polling systems and dynamic vehicle routing problems on networks,"D Bertsimas, H Xu","submitted for publication,",1993,1703
pev4DQ_eC2EJ,Planning in the Urban University.,"RW Roskens, H Garfinkel","New Directions for Higher Education,",1977,1704
G4N691AyoYMJ,Estimatingthe support of a high-dimensional distribution,"B Scholkopf, JC Platt, J Shawe-Taylor, AJ Smola,  ","Technical Report MSRTR-99-87, Microsoft Research Corporation, ",,1705
1vWLrXw3nSMJ,"Heparin, low molecular weight heparin and physical methods for preventing deep vein thrombosis and  ","HHG Handoll, MJ Farrar, J McBirnie, G Tytherleigh- ","Cochrane Database Syst Rev,",2000,1706
yctpDASm30oJ,Sidebar: The State of Web Services Security Standards,M Hall,"COMPUTERWORLD,",,1707
QXdWplCQ6HsJ,Aromatherapy and massage for symptom relief in patients with cancer,"D Fellowes, K Barnes, S Wilkinson","Cochrane Database Syst Rev,",2004,1708
L8RV43K3yAMJ,R* optimizer validation and performance for distributed queries,"L Mackert, G Lohman","Proc. of Intl. Conf. on VLDB,",,1709
QDkKRktPk-0J,Wernicke's encephalopathy in AIDS patient treated with zidovudine,"DG Davtyan, HV Vinters","Lancet I,",1987,1710
FLbdLQQYOAsJ,The Incident Command System: High-Reliability Organizing for Complex and Volatile Task Environments,"GA Bigley, KH Roberts",,,1711
T4pYa3eXAwQJ,The Viterbi algorithm,GD Fomey,"Proc. IEEE,",,1712
Xzt1KiSQPd8J,RADIOSITY: An Illuminating Perspective,SM Drucker,,,1713
NEmocWbwiCMJ,Marine invertebrates of the Pacific Northwest: Univ,EN Kozloff,,1987,1714
RVbhWiscrlQJ,"E. coquet, and E. Lantz,&quot;","PT Dinda, T Sylvestre, S Wabnitz, H Maillotte",Demonstration of stimulated Raman scattering suppression in ,,1715
xV2g0DPwClsJ,The erosion of federal program evaluation,HS Havens,"New Directions for Program Evaluation,",,1716
u4gx7mJfJHoJ,MelÌÄå©ti pÌÄåÁno sti zoogeografÌÄå_a ke ikologÌÄå_a ton chersÌÄå©on malakÌÄå_on ton KiklÌÄåÁdon,MA Mylonas,,1982,1717
iuqV1mkkwqYJ,Relationships between human industrial activity and grizzly bears,BN McLellan,"International Conference on Bear Research and Management,",,1718
url:http://portal.acm.org/citation.cfm%3Fid%3D582250.582269,Cost evaluation of directory management schemes for distributed database systems,"Y Matsushita, H Yamazaki, S Hikita, I Yoshida","Proceedings of the 1980 ACM SIGMOD international conference  &hellip;,",1980,1719
ryyvz4-SdEMJ,Freedom Transformed: Toward a Developmental Model for the Construction of Collaborative Learning  ,SJ Hamilton,"NEW DIRECTIONS FOR TEACHING AND LEARNING,",1994,1720
L8Cy7C4A9csJ,An Overview of VHDL Language and Theory,M Shahdad,Proceedings of the 23rd Design Automation,,1721
3-NCQNplrRUJ,Designing filters for polyphase filter banks,"JH Lee, WJ Kang",,,1722
t6imMpSErz8J,andR. Das. Interprocedural partial redundancy elimination and its application to distributed  ,"G Agrawal, J Saltz",Proc. ACM,,1723
UDanr9PeDmwJ,The eventivity constraint and modal reference effect in root infinitives,N Hymas,,1999,1724
5-bC0rnzZlgJ,Using Finite State Automata for Sequence Mining,P Hingston,,,1725
FZNIaq4APMkJ,Computer and job-shop scheduling theory,EG CoffmanÌ¢?å_,,,1726
cUKc0xLDIl0J,Chair-free Berge-graphs are perfect,A Sassano,,,1727
Qxb1ZK4BH4kJ,Cost modelling of fault-tolerant software,"DF MCALLISTER, RK SCOTT","Information and Software Technology,",1991,1728
VSBQl2qbF8UJ,nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP. 134-145,"F Gingras, LVS Lakshmanan",Electronic,,1729
fSzckDmw9xsJ,Symbolic Pointer Analysis Revisited,"J Zhu, S Calman",,,1730
fyxYtm4hIhUJ,Civil Military Interaction in Asia and Africa. 1991,"CH KENNEDY, DJ LOUSCHER",,,1731
tj0ZCMAFKwQJ,On a dynamical illustration of the pressure of radiation,EL Nicolai,"Phil. Mag,",,1732
sAMfFl98cvUJ,THE EFFECTS OF BAROMETRIC PRESSURE ON ELEMENTARY SCHOOL STUDENTSÌ¢??BEHAVIOR,AJ Staut,,2001,1733
qy85IPVMHL0J,Rough set-based dimensionality reduction for supervised and unsupervised learning,"Q Shen, A Chouchoulas",,,1734
0qCBlsolMmEJ,Scientific Staff,BW Olesen,,2006,1735
frRQkHZ98CAJ,Determination of the Longitudinal Phase Space Distribution produced with TTF Photo Injector,"M Geitz, S Schreiber, G von Walter, D Sertore, M  ","Proc. of the 21st Int. Free Electron Laser Conf., August,",1999,1736
tUATQtbL0kEJ,Port Phillip and Westernport Regional Catchment Strategy,P Phillip,,1997,1737
wCQ8m2ARc7oJ,Synthesizing independent database schemas Proc,"J BISKUP, U DAYAL, PA BERNSTEIN","ACMSIGMOD Int Conf Management of Data, Boston, Mass, May,",,1738
v8DXBBqayLgJ,"JD U1lman,&quot;","V Harinarayan, A Rajaraman","Implementing Data Cubes Efficiently&quot;, SIGMOD Conference,",,1739
gpjVvUtM6H8J,Relational Data Sharing in Peer-based Data Management Systems,B Ooi,"SIGMOD RECORD,",2003,1740
zb_U0Fz5Q68J,Symbolic computation in nonlinear plasma interactions,J KULP,"Proc. ACM Annual Conf,",,1741
0MBw4mfPeY4J,A next step: Discussion to consider unifying the ERS and Joint Committee standards,DL Stufflebeam,"New Directions for Program Evaluation,",1982,1742
bi68bm0miqkJ,An Overview and Classification of Mediated Query Systems.,ACMS Anthology,"SIGMOD Record,",1999,1743
url:http://doi.wiley.com/10.1002/ev.1263,Effective training of program evaluators: A mixture of art and science,ED Brown,"New Directions for Program Evaluation,",1980,1744
hF6d0-SWSPcJ,Synchronization in a Decentralized Computer System,"R Reed, D Naming","Ph. D. dissertation, MIT Laboratory for Computer Science, ",,1745
lqNxSkLnyWkJ,Status report,B Cabrera,"Technical report, Stanford University, October",,1746
dU_1AuEqAtIJ,An Image Retrieval System Depending On Object Layout,"KAHNY Matsumoto, T Yokoyama, Y Matsushita","3rd International Conference on Management of Data, pp199- &hellip;,",,1747
U4JdDK_JZRYJ,Two-Layer Model Explaining the Properties of SrTiO 3 Boundary Layer Capacitors,R Wernicke,see,,1748
bCszMISKGTQJ,XML Schemas without Order,"F Neven, T Schwentick","Unpublished manuscript,",1999,1749
CSSETSukg3oJ,An approach to certifying off-the-shelf software components,J Voas,"IEEE Computer,",,1750
4pArjtI6YbcJ,Getting to&quot; aha!&quot;,K Melymuka,"Computerworld,",,1751
8j28DeoUckQJ,A syntactic approach to shape recognition,"HH Chen, JS Su","Proc. Int. Comput. Symp,",,1752
hiwJLBl108QJ,"Pure Appl. Chem. berg, H. Schwarz","M Lown, HE Gunning, OP Strausz","Acc. Chem. Res,",,1753
6ZPxCK0SkJwJ,"A variable span smoother: Stanford, California, Laboratory for Computational Statistics, Department  ",JH Friedman,,1984,1754
fsMEFFr2WiwJ,An Empirical Evaluation of LFG-DOP,R Bod,"Proceedings COLING-2000,",2000,1755
qzjtGDo7OuMJ,DynaMat: A Dynamic View Management System for Data Warehouses,"Y Kotidis, N Roussopoulos","SIGMOD Conference,",1999,1756
j4Y2gX7rWG0J,ERP user interfaces drive workers nuts,C Stedman,"Computerworld,",,1757
url:http://portal.acm.org/citation.cfm%3Fid%3D192593.197427%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D192593%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222,Philly Sound Park: using animation as an architectural design/presentation tool,C Janney,"Proceedings of the second ACM international conference on  &hellip;,",1994,1758
VEbGn92r1V4J,ÌÄå¢Ì¢?åÂ Classic: A structural data model for objectsÌÄå¢Ì¢?åÂÌ¢?å¢,"A Borgida, RJ Brachman, DL McGuinness, LA Resnick",Proceedings of the ACM/SIGMOD International Conference on ,,1759
yzgs3XP4n2cJ,Dynamics of child care subsidy under a welfare reform policy,"L Gennetian, P Morris, W Vargas","Unpublished manuscript, Manpower Demonstration Research  &hellip;,",,1760
_dw16ur5RZgJ,NF-kB activation through IKK-i-dependent I-TRAF/TANK phosphorylation,"F Nomura, T Kawai, K Nakanishi, S Akira","Genes to Cells,",2000,1761
PznaJPzLd7cJ,"Independent Study, Fieldwork, and Peer Teaching.",PG Friedman,"New Directions for Teaching and Learning,",1986,1762
1YsUOcYIWAwJ,Formal description techniques and automated protocol synthesis,"V Carchiolo, A Faro, D Giordano","Information and Software Technology,",1992,1763
gxGcdPUctgwJ,Epirus revisited: seasonality and inter-site variation in the Upper Palaeolithic of north-west  ,"G Bailey, PL Carter, CS Gamble, HP Higgs","See Ref,",,1764
8VrQLlwv-6oJ,Cache-Oblivious Mesh Layouts,"SE Yoon, P Lindstrom, V Pascucci, D Manocha",,,1765
TIyWApVcnscJ,Realization and input/output relations: the analytic case,"E Sontag, Y Wang","Proc. 28th IEEE Conf. Dec. &amp;Cntrl,(1989),",,1766
k7ps5X3brhsJ,JC Walton,JM Tedder,"Acc. Chem. Res,",,1767
fbkXSuupLnsJ,Users vent frustration over Oracle CRM/ERP upgrades,ML Songini,"Computerworld,",,1768
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210385AH,Exact strangeness conservation and particle production(Abstract Only),"J CLEYMANS, K REDLICH, E SUHONEN","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991,1769
sFjznjJOM-wJ,Comments on some New Caledonian freshwater fishes of economical and biogeographical interest,"G Marquet, N Mary","Proceedings of the 5 th Indo-Pacific Fish Conference(Noumea, &hellip;,",1999,1770
8Widxbd-hrgJ,Metric 3D Surface Reconstruction from Uncalibrated Image Sequences,"M Pollefeys, R Koch, M Vergauwen, L Van Gool","LECTURE NOTES IN COMPUTER SCIENCE,",1998,1771
eudLHkZqPV4J,"Sediment in streams: sources, biological effects, and control. Amer. Fish. Soc. Monogr. 7, Bethesda",TE Waters,"MD,",,1772
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D200131005367CE,Estuarine pollution: A case study of the Humber.,R Arnett,"Geography,",1991,1773
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101960%26type%3Dpdf,A Visual Language and Environment for Composing Web Services,"N Liu, J Grundy, J Hosking","Proceedings of the 20th IEEE/ACM international Conference on &hellip;,",2005,1774
V9N_jR2savQJ,"Location aware, dependable multicast for mobile ad hoc networks","S Basagni, I Chlamtac, VR Syrotiuk","Computer Networks,",2001,1775
